1 5   0.7179
1 5   0.7179
1 5   1.5179
1 5  -0.7821
1 5  -0.7821
1 5  -0.5821
1 3   1.6179
1 3   0.1179
1 3  -2.5821
1 3   0.4179
1 3   0.7179
1 4  -0.2821
1 4   1.3179
1 4  -2.2821
1 4   1.4179
1 4   1.1179
1 4   0.3179
2 5   2.5179
2 5   0.9179
2 5  -0.0821
2 5  -1.2821
2 5  -1.0821
2 5   0.6179
2 3  -0.2821
2 3  -0.6821
2 3  -0.7821
2 3  -0.2821
2 3   2.8179
2 3   1.0179
2 4   2.5179
2 4  -2.6821
2 4  -0.0821
2 4  -0.6821
2 4  -0.8821
5 3  -1.8821
5 3   1.2179
5 3   0.3179
5 3  -0.3821
5 3  -0.3821
3 4   0.9179
3 4  -1.1821
3 4  -1.0821
3 4  -1.8821
3 4  -0.2821
3 4  -0.6821
1 2  -5.7479
1 2  -0.6479
1 2  -1.0479
1 2   1.9521
1 5   0.1521
1 5   2.1521
1 5  -0.3479
1 5   2.4521
1 5  -0.6479
1 3  -0.6479
1 3   0.0521
1 3  -1.2479
1 3  -0.4479
1 3  -0.0479
1 3  -1.3479
1 4   1.3521
1 4   1.9521
1 4   0.9521
1 4  -1.0479
1 4   0.3521
2 5  -0.8479
2 5   0.2521
2 5  -1.0479
2 5   1.1521
2 5   1.1521
2 3   1.1521
2 3  -1.0479
2 3  -0.2479
2 3   0.8521
2 3  -0.6479
2 3  -0.9479
2 4  -7.0479
2 4   1.1521
2 4   1.9521
2 4   1.1521
2 4  -0.0479
5 3  -2.6479
5 3   0.7521
5 3  -0.0479
5 3   1.6521
5 3   0.2521
5 3   1.8521
3 4   0.8521
3 4   0.4521
3 4   0.2521
3 4   1.8521
1 2   1.5610
1 2   2.5610
1 2   1.5610
1 2   2.1610
1 2   2.2610
1 2   2.4610
1 5  -6.2390
1 5   0.2610
1 5   1.0610
1 5   2.7610
1 5   2.5610
1 5   2.1610
1 3  -1.5390
1 3   1.8610
1 3  -2.7390
1 3  -0.7390
1 3   1.4610
1 4  -1.8390
1 4   1.0610
1 4  -1.5390
1 4  -2.4390
1 4   2.1610
2 5  -3.4390
2 5  -2.5390
2 5  -1.9390
2 5   2.3610
2 5   4.1610
2 3   0.6610
2 3   1.0610
2 3   1.6610
2 3  -0.0390
2 3   1.6610
2 4  -0.4390
2 4   1.1610
2 4   3.7610
2 4   1.6610
2 4  -0.8390
2 4   1.5610
5 3  -2.2390
5 3  -3.0390
5 3  -3.0390
5 3  -3.1390
5 3   0.2610
3 4  -2.4390
3 4  -2.0390
3 4  -1.6390
3 4  -2.0390
3 4   0.1610
3 4   0.4610
1 2   0.1164
1 2   2.6164
1 5   2.1164
1 5   2.3164
1 5  -3.5836
1 5  -3.0836
1 5   1.0164
1 5  -0.1836
1 3   1.2164
1 3   2.8164
1 3  -1.4836
1 3   0.1164
1 3   1.5164
1 3  -1.0836
1 4   2.8164
1 4   2.6164
1 4   2.3164
1 4   4.3164
1 4  -0.6836
2 5  -5.0836
2 5  -2.8836
2 5   1.4164
2 5  -0.0836
2 5  -0.2836
2 3  -0.4836
2 3   1.1164
2 3  -2.5836
2 3   0.7164
2 3  -0.3836
2 3   1.2164
2 4   1.0164
2 4   0.0164
2 4  -1.5836
2 4   0.1164
2 4  -0.1836
5 3   0.2164
5 3   1.2164
5 3   0.7164
5 3  -0.4836
5 3   0.3164
5 3  -3.7836
3 4  -4.3836
3 4   0.9164
3 4  -2.6836
3 4  -1.1836
3 4  -0.6836
1 2  -2.8074
1 5   0.3926
1 5   2.1926
1 5   2.8926
1 5  -1.4074
1 5   0.9926
1 5   1.2926
1 3  -0.0074
1 3   0.5926
1 3  -0.3074
1 3  -0.8074
1 3   0.7926
1 3   2.5926
1 4  -1.4074
1 4  -0.5074
1 4   2.6926
1 4  -0.4074
1 4  -3.2074
1 4  -1.7074
2 5  -1.3074
2 5   2.2926
2 5   0.6926
2 5   0.1926
2 5  -1.3074
2 5   0.1926
2 3   0.2926
2 3   1.6926
2 3   0.6926
2 3  -1.5074
2 3   2.3926
2 3   0.5926
2 4  -0.2074
2 4  -0.4074
2 4   0.1926
2 4   0.1926
2 4   3.0926
5 3  -2.6074
5 3  -1.1074
5 3   1.3926
5 3  -2.1074
5 3   0.5926
5 3   2.2926
3 4  -1.1074
3 4  -0.7074
3 4  -2.6074
3 4  -2.0074
3 4  -1.4074
1 2   2.1293
1 2   4.2293
1 2   0.2293
1 2   2.7293
1 2   5.2293
1 5   0.9293
1 5  -2.0707
1 5  -2.9707
1 5  -1.4707
1 5  -2.8707
1 3  -1.6707
1 3   0.2293
1 3  -1.1707
1 3  -1.5707
1 3  -3.2707
1 4   0.5293
1 4   0.3293
1 4   0.1293
1 4   1.5293
1 4  -0.5707
2 5   2.1293
2 5   1.2293
2 5   0.7293
2 5  -1.4707
2 5  -1.0707
2 5  -6.8707
2 3   0.5293
2 3   0.3293
2 3   0.6293
2 3   0.2293
2 4   1.3293
2 4   0.5293
2 4  -1.1707
2 4  -0.7707
2 4   0.3293
2 4   1.4293
5 3   1.1293
5 3  -0.6707
5 3   0.7293
5 3   1.6293
5 3   0.9293
5 3  -2.3707
3 4   0.7293
3 4   0.4293
3 4  -0.1707
3 4   0.6293
3 4  -0.9707
1 2   2.0923
1 2  -9.6077
1 2  -1.7077
1 2   0.5923
1 2  -0.9077
1 5  -2.5077
1 5  -0.9077
1 5   0.4923
1 5  -0.9077
1 5   4.3923
1 3   1.7923
1 3  -0.2077
1 3  -1.6077
1 3   2.0923
1 3  -0.2077
1 4  -0.7077
1 4  -0.7077
1 4  -0.7077
1 4  -2.5077
1 4   0.3923
1 4   0.8923
2 5   0.5923
2 5   0.5923
2 5  -1.2077
2 5  -2.0077
2 5   3.3923
2 5  -4.7077
2 3  -1.2077
2 3   1.9923
2 3  -0.3077
2 3   2.3923
2 3   2.4923
2 3   1.0923
2 4   1.1923
2 4  -2.4077
2 4  -0.2077
2 4   0.3923
2 4   2.8923
5 3  -0.0077
5 3   2.3923
5 3   0.5923
5 3  -2.0077
5 3  -1.9077
3 4   2.6923
3 4   4.1923
3 4  -0.1077
3 4   2.2923
3 4  -2.3077
3 4   1.2923
